query_name,method,avg_time_sec
medium,bitmap,0.06313881874084473
medium,rabit_like,0.06288576126098633
medium,scan,0.004387664794921875
narrow,bitmap,0.05184969902038574
narrow,rabit_like,0.05070991516113281
narrow,scan,0.005481863021850586
very_narrow,bitmap,0.05190629959106445
very_narrow,rabit_like,0.05070624351501465
very_narrow,scan,0.007869577407836914
wide,bitmap,0.09509291648864746
wide,rabit_like,0.09614839553833007
wide,scan,0.004659843444824219
