query_name,table_name,low,high,method,run_id,time_sec,result
sorted_50_pct,t_layout_sorted,100000,599999,rabit_like,3,0.007732868194580078,5000000
sorted_90_pct,t_layout_sorted,0,899999,scan,1,0.003509044647216797,9000000
sorted_90_pct,t_layout_sorted,0,899999,bitmap,1,0.01667618751525879,9000000
sorted_90_pct,t_layout_sorted,0,899999,rabit_like,1,0.006959199905395508,9000000
sorted_90_pct,t_layout_sorted,0,899999,scan,2,0.003118276596069336,9000000
sorted_90_pct,t_layout_sorted,0,899999,bitmap,2,0.014073371887207031,9000000
sorted_90_pct,t_layout_sorted,0,899999,rabit_like,2,0.00719141960144043,9000000
sorted_90_pct,t_layout_sorted,0,899999,scan,3,0.004159212112426758,9000000
sorted_90_pct,t_layout_sorted,0,899999,bitmap,3,0.013921976089477539,9000000
sorted_90_pct,t_layout_sorted,0,899999,rabit_like,3,0.007157802581787109,9000000
block_sorted_0_1_pct,t_layout_block_sorted,100000,100999,scan,1,0.0021240711212158203,10000
block_sorted_0_1_pct,t_layout_block_sorted,100000,100999,bitmap,1,0.025752544403076172,10000
block_sorted_0_1_pct,t_layout_block_sorted,100000,100999,rabit_like,1,0.009683847427368164,10000
block_sorted_0_1_pct,t_layout_block_sorted,100000,100999,scan,2,0.001049041748046875,10000
block_sorted_0_1_pct,t_layout_block_sorted,100000,100999,bitmap,2,0.013383150100708008,10000
block_sorted_0_1_pct,t_layout_block_sorted,100000,100999,rabit_like,2,0.008092880249023438,10000
block_sorted_0_1_pct,t_layout_block_sorted,100000,100999,scan,3,0.0011081695556640625,10000
block_sorted_0_1_pct,t_layout_block_sorted,100000,100999,bitmap,3,0.013345479965209961,10000
block_sorted_0_1_pct,t_layout_block_sorted,100000,100999,rabit_like,3,0.007997274398803711,10000
block_sorted_1_pct,t_layout_block_sorted,100000,109999,scan,1,0.0014243125915527344,100000
block_sorted_1_pct,t_layout_block_sorted,100000,109999,bitmap,1,0.018337011337280273,100000
block_sorted_1_pct,t_layout_block_sorted,100000,109999,rabit_like,1,0.008417129516601562,100000
block_sorted_1_pct,t_layout_block_sorted,100000,109999,scan,2,0.0010478496551513672,100000
block_sorted_1_pct,t_layout_block_sorted,100000,109999,bitmap,2,0.013390302658081055,100000
block_sorted_1_pct,t_layout_block_sorted,100000,109999,rabit_like,2,0.007794380187988281,100000
block_sorted_1_pct,t_layout_block_sorted,100000,109999,scan,3,0.0020673274993896484,100000
block_sorted_1_pct,t_layout_block_sorted,100000,109999,bitmap,3,0.013300895690917969,100000
block_sorted_1_pct,t_layout_block_sorted,100000,109999,rabit_like,3,0.007781982421875,100000
block_sorted_5_pct,t_layout_block_sorted,100000,149999,scan,1,0.0018036365509033203,500000
block_sorted_5_pct,t_layout_block_sorted,100000,149999,bitmap,1,0.013756036758422852,500000
block_sorted_5_pct,t_layout_block_sorted,100000,149999,rabit_like,1,0.008041620254516602,500000
block_sorted_5_pct,t_layout_block_sorted,100000,149999,scan,2,0.0018191337585449219,500000
block_sorted_5_pct,t_layout_block_sorted,100000,149999,bitmap,2,0.013578653335571289,500000
block_sorted_5_pct,t_layout_block_sorted,100000,149999,rabit_like,2,0.007948637008666992,500000
block_sorted_5_pct,t_layout_block_sorted,100000,149999,scan,3,0.0017392635345458984,500000
block_sorted_5_pct,t_layout_block_sorted,100000,149999,bitmap,3,0.013353109359741211,500000
block_sorted_5_pct,t_layout_block_sorted,100000,149999,rabit_like,3,0.007875442504882812,500000
block_sorted_10_pct,t_layout_block_sorted,100000,199999,scan,1,0.0022711753845214844,1000000
block_sorted_10_pct,t_layout_block_sorted,100000,199999,bitmap,1,0.013484954833984375,1000000
block_sorted_10_pct,t_layout_block_sorted,100000,199999,rabit_like,1,0.007988691329956055,1000000
block_sorted_10_pct,t_layout_block_sorted,100000,199999,scan,2,0.0018045902252197266,1000000
block_sorted_10_pct,t_layout_block_sorted,100000,199999,bitmap,2,0.01353597640991211,1000000
block_sorted_10_pct,t_layout_block_sorted,100000,199999,rabit_like,2,0.00800466537475586,1000000
block_sorted_10_pct,t_layout_block_sorted,100000,199999,scan,3,0.0018112659454345703,1000000
block_sorted_10_pct,t_layout_block_sorted,100000,199999,bitmap,3,0.013409137725830078,1000000
block_sorted_10_pct,t_layout_block_sorted,100000,199999,rabit_like,3,0.007979393005371094,1000000
block_sorted_20_pct,t_layout_block_sorted,100000,299999,scan,1,0.0027985572814941406,2000000
block_sorted_20_pct,t_layout_block_sorted,100000,299999,bitmap,1,0.017057180404663086,2000000
block_sorted_20_pct,t_layout_block_sorted,100000,299999,rabit_like,1,0.008595466613769531,2000000
block_sorted_20_pct,t_layout_block_sorted,100000,299999,scan,2,0.0027511119842529297,2000000
block_sorted_20_pct,t_layout_block_sorted,100000,299999,bitmap,2,0.013970136642456055,2000000
block_sorted_20_pct,t_layout_block_sorted,100000,299999,rabit_like,2,0.0082244873046875,2000000
block_sorted_20_pct,t_layout_block_sorted,100000,299999,scan,3,0.002734661102294922,2000000
block_sorted_20_pct,t_layout_block_sorted,100000,299999,bitmap,3,0.018625497817993164,2000000
block_sorted_20_pct,t_layout_block_sorted,100000,299999,rabit_like,3,0.008127450942993164,2000000
block_sorted_50_pct,t_layout_block_sorted,100000,599999,scan,1,0.0034401416778564453,5000000
block_sorted_50_pct,t_layout_block_sorted,100000,599999,bitmap,1,0.019812822341918945,5000000
block_sorted_50_pct,t_layout_block_sorted,100000,599999,rabit_like,1,0.009351968765258789,5000000
block_sorted_50_pct,t_layout_block_sorted,100000,599999,scan,2,0.002022981643676758,5000000
block_sorted_50_pct,t_layout_block_sorted,100000,599999,bitmap,2,0.013458013534545898,5000000
block_sorted_50_pct,t_layout_block_sorted,100000,599999,rabit_like,2,0.007862567901611328,5000000
block_sorted_50_pct,t_layout_block_sorted,100000,599999,scan,3,0.0020139217376708984,5000000
block_sorted_50_pct,t_layout_block_sorted,100000,599999,bitmap,3,0.013247489929199219,5000000
block_sorted_50_pct,t_layout_block_sorted,100000,599999,rabit_like,3,0.007814884185791016,5000000
block_sorted_90_pct,t_layout_block_sorted,0,899999,scan,1,0.0038721561431884766,9000000
block_sorted_90_pct,t_layout_block_sorted,0,899999,bitmap,1,0.02042222023010254,9000000
block_sorted_90_pct,t_layout_block_sorted,0,899999,rabit_like,1,0.007464170455932617,9000000
block_sorted_90_pct,t_layout_block_sorted,0,899999,scan,2,0.0031499862670898438,9000000
block_sorted_90_pct,t_layout_block_sorted,0,899999,bitmap,2,0.01847362518310547,9000000
block_sorted_90_pct,t_layout_block_sorted,0,899999,rabit_like,2,0.006665706634521484,9000000
block_sorted_90_pct,t_layout_block_sorted,0,899999,scan,3,0.008359670639038086,9000000
block_sorted_90_pct,t_layout_block_sorted,0,899999,bitmap,3,0.017894983291625977,9000000
block_sorted_90_pct,t_layout_block_sorted,0,899999,rabit_like,3,0.006606340408325195,9000000
